id,date,document,metadata.cycle_number,metadata.data_type,metadata.date,metadata.float_wmo_id,metadata.latitude,metadata.longitude,metadata.profile_id,metadata.source,metadata.type
profile:144815,2024-07-06 10:32:41,"ARGO profile 144 of float 958527 on 2024-07-06 10:32:41 at (-27.951, 102.832). Temperature range 2.52–20.96 °C. Salinity range 34.42–35.90 PSU. Max pressure 1948.2 dbar.",144,oceanographic,2024-07-06 10:32:41,958527,-27.9515,102.8321,144815,postgresql,profile_summary
profile:144814,2024-07-06 10:47:20,"ARGO profile 94 of float 958527 on 2024-07-06 10:47:20 at (-50.962, 59.930). Temperature range 1.78–3.43 °C. Salinity range 33.81–34.76 PSU. Max pressure 2022.3 dbar.",94,oceanographic,2024-07-06 10:47:20,958527,-50.962045,59.92950333333334,144814,postgresql,profile_summary
profile:144813,2024-07-06 11:47:30,"ARGO profile 32 of float 958527 on 2024-07-06 11:47:30 at (-2.449, 62.389). Temperature range 2.61–28.52 °C. Salinity range 34.76–35.27 PSU. Max pressure 2030.9 dbar.",32,oceanographic,2024-07-06 11:47:30,958527,-2.449035,62.389156666666665,144813,postgresql,profile_summary
profile:144812,2024-07-06 12:10:12,"ARGO profile 279 of float 958527 on 2024-07-06 12:10:12 at (-44.720, 80.158). Temperature range 2.30–11.40 °C. Salinity range 34.30–34.96 PSU. Max pressure 2011.9 dbar.",279,oceanographic,2024-07-06 12:10:12,958527,-44.71968,80.15807,144812,postgresql,profile_summary
profile:144811,2024-07-06 12:19:00,"ARGO profile 2 of float 958527 on 2024-07-06 12:19:00 at (-34.922, 29.706). Temperature range 3.14–20.46 °C. Salinity range 34.96–36.47 PSU. Max pressure 1813.1 dbar.",2,oceanographic,2024-07-06 12:19:00,958527,-34.92223358154297,29.705747604370117,144811,postgresql,profile_summary
profile:144810,2024-07-06 12:50:25,"ARGO profile 280 of float 958527 on 2024-07-06 12:50:25 at (-54.158, 111.163). Temperature range 1.01–2.19 °C. Salinity range 33.86–34.75 PSU. Max pressure 2013.4 dbar.",280,oceanographic,2024-07-06 12:50:25,958527,-54.15773,111.16342,144810,postgresql,profile_summary
profile:144809,2024-07-06 12:54:12,"ARGO profile 147 of float 958527 on 2024-07-06 12:54:12 at (-16.022, 103.008). Temperature range 2.45–26.60 °C. Salinity range 34.49–35.59 PSU. Max pressure 2002.5 dbar.",147,oceanographic,2024-07-06 12:54:12,958527,-16.02212,103.00769,144809,postgresql,profile_summary
profile:144808,2024-07-06 13:52:29,"ARGO profile 209 of float 958527 on 2024-07-06 13:52:29 at (-66.007, 107.858). Temperature range -1.88–-1.71 °C. Salinity range 34.46–34.51 PSU. Max pressure 688.5 dbar.",209,oceanographic,2024-07-06 13:52:29,958527,-66.00747493966553,107.85793817165084,144808,postgresql,profile_summary
profile:144807,2024-07-06 13:59:00,"ARGO profile 9 of float 958527 on 2024-07-06 13:59:00 at (-39.803, 26.988). Temperature range 2.71–15.68 °C. Salinity range 34.33–35.30 PSU. Max pressure 2010.6 dbar.",9,oceanographic,2024-07-06 13:59:00,958527,-39.8029899597168,26.98798179626465,144807,postgresql,profile_summary
profile:144806,2024-07-06 14:01:25,"ARGO profile 28 of float 958527 on 2024-07-06 14:01:25 at (18.450, 68.550). Temperature range 3.12–29.52 °C. Salinity range 34.84–36.55 PSU. Max pressure 2028.3 dbar.",28,oceanographic,2024-07-06 14:01:25,958527,18.45,68.55,144806,postgresql,profile_summary
profile:144805,2024-07-06 14:04:37,"ARGO profile 28 of float 958527 on 2024-07-06 14:04:37 at (19.917, 62.100). Temperature range 3.31–28.87 °C. Salinity range 34.86–36.32 PSU. Max pressure 1985.4 dbar.",28,oceanographic,2024-07-06 14:04:37,958527,19.916666666666668,62.1,144805,postgresql,profile_summary
profile:144804,2024-07-06 14:08:35,"ARGO profile 18 of float 958527 on 2024-07-06 14:08:35 at (-9.200, 75.267). Temperature range 2.55–28.25 °C. Salinity range 34.57–34.94 PSU. Max pressure 2006.7 dbar.",18,oceanographic,2024-07-06 14:08:35,958527,-9.2,75.26666666666667,144804,postgresql,profile_summary
profile:144803,2024-07-06 14:10:39,"ARGO profile 200 of float 958527 on 2024-07-06 14:10:39 at (-62.823, 103.779). Temperature range -1.80–1.78 °C. Salinity range 34.06–34.73 PSU. Max pressure 2002.2 dbar.",200,oceanographic,2024-07-06 14:10:39,958527,-62.823,103.779,144803,postgresql,profile_summary
profile:144802,2024-07-06 14:15:55,"ARGO profile 30 of float 958527 on 2024-07-06 14:15:55 at (15.317, 89.350). Temperature range 3.07–29.75 °C. Salinity range 32.42–35.03 PSU. Max pressure 1983.7 dbar.",30,oceanographic,2024-07-06 14:15:55,958527,15.316666666666666,89.35,144802,postgresql,profile_summary
profile:144801,2024-07-06 14:16:04,"ARGO profile 28 of float 958527 on 2024-07-06 14:16:04 at (17.350, 66.733). Temperature range 3.04–29.12 °C. Salinity range 34.83–36.66 PSU. Max pressure 2013.2 dbar.",28,oceanographic,2024-07-06 14:16:04,958527,17.35,66.73333333333333,144801,postgresql,profile_summary
profile:144800,2024-07-06 14:48:37,"ARGO profile 60 of float 958527 on 2024-07-06 14:48:37 at (-25.286, 51.351). Temperature range 2.62–22.97 °C. Salinity range 34.43–35.62 PSU. Max pressure 1800.4 dbar.",60,oceanographic,2024-07-06 14:48:37,958527,-25.2862,51.3509,144800,postgresql,profile_summary
profile:144799,2024-07-06 15:06:30,"ARGO profile 86 of float 958527 on 2024-07-06 15:06:30 at (-45.425, 22.386). Temperature range 2.48–8.49 °C. Salinity range 33.99–34.76 PSU. Max pressure 2022.4 dbar.",86,oceanographic,2024-07-06 15:06:30,958527,-45.424591666666664,22.385853333333333,144799,postgresql,profile_summary
profile:144798,2024-07-06 15:30:52,"ARGO profile 189 of float 958527 on 2024-07-06 15:30:52 at (-34.069, 45.826). Temperature range 2.97–18.33 °C. Salinity range 34.39–35.72 PSU. Max pressure 1711.7 dbar.",189,oceanographic,2024-07-06 15:30:52,958527,-34.069,45.8261,144798,postgresql,profile_summary
profile:144797,2024-07-06 15:39:53,"ARGO profile 142 of float 958527 on 2024-07-06 15:39:53 at (-28.607, 89.912). Temperature range 2.38–19.16 °C. Salinity range 34.39–35.93 PSU. Max pressure 1998.0 dbar.",142,oceanographic,2024-07-06 15:39:53,958527,-28.607,89.912,144797,postgresql,profile_summary
profile:144796,2024-07-06 16:55:29,"ARGO profile 34 of float 958527 on 2024-07-06 16:55:29 at (5.368, 51.293). Temperature range 3.36–28.41 °C. Salinity range 34.83–35.71 PSU. Max pressure 1975.2 dbar.",34,oceanographic,2024-07-06 16:55:29,958527,5.3676829999999995,51.29302566666667,144796,postgresql,profile_summary
profile:144795,2024-07-06 17:32:56,"ARGO profile 76 of float 958527 on 2024-07-06 17:32:56 at (-47.874, 85.930). Temperature range 2.51–9.14 °C. Salinity range 33.87–34.66 PSU. Max pressure 1498.9 dbar.",76,oceanographic,2024-07-06 17:32:56,958527,-47.874,85.93,144795,postgresql,profile_summary
profile:144794,2024-07-06 17:38:38,"ARGO profile 278 of float 958527 on 2024-07-06 17:38:38 at (-37.852, 99.871). Temperature range 2.63–13.91 °C. Salinity range 34.42–35.26 PSU. Max pressure 1897.6 dbar.",278,oceanographic,2024-07-06 17:38:38,958527,-37.852,99.871,144794,postgresql,profile_summary
profile:144793,2024-07-06 17:39:20,"ARGO profile 12 of float 958527 on 2024-07-06 17:39:20 at (-22.958, 60.144). Temperature range 2.38–23.49 °C. Salinity range 34.45–35.66 PSU. Max pressure 1993.0 dbar.",12,oceanographic,2024-07-06 17:39:20,958527,-22.958346666666667,60.14403333333333,144793,postgresql,profile_summary
profile:144792,2024-07-06 17:41:46,"ARGO profile 147 of float 958527 on 2024-07-06 17:41:46 at (-25.135, 102.632). Temperature range 2.36–22.20 °C. Salinity range 34.43–35.86 PSU. Max pressure 2001.9 dbar.",147,oceanographic,2024-07-06 17:41:46,958527,-25.13509,102.63204,144792,postgresql,profile_summary
profile:144791,2024-07-06 17:43:30,"ARGO profile 122 of float 958527 on 2024-07-06 17:43:30 at (-59.905, 37.797). Temperature range -0.84–1.72 °C. Salinity range 33.98–34.79 PSU. Max pressure 2006.2 dbar.",122,oceanographic,2024-07-06 17:43:30,958527,-59.90458205533597,37.797319328063224,144791,postgresql,profile_summary
profile:144790,2024-07-06 18:15:24,"ARGO profile 155 of float 958527 on 2024-07-06 18:15:24 at (-37.810, 108.091). Temperature range 0.95–16.42 °C. Salinity range 34.36–35.73 PSU. Max pressure 4514.3 dbar.",155,oceanographic,2024-07-06 18:15:24,958527,-37.81047,108.09102,144790,postgresql,profile_summary
profile:144789,2024-07-06 18:19:05,"ARGO profile 143 of float 958527 on 2024-07-06 18:19:05 at (-30.834, 92.637). Temperature range 2.63–18.74 °C. Salinity range 34.41–35.92 PSU. Max pressure 1998.1 dbar.",143,oceanographic,2024-07-06 18:19:05,958527,-30.834,92.637,144789,postgresql,profile_summary
profile:144788,2024-07-06 18:33:01,"ARGO profile 203 of float 958527 on 2024-07-06 18:33:01 at (-48.395, 123.415). Temperature range 2.38–10.87 °C. Max pressure 2003.5 dbar.",203,oceanographic,2024-07-06 18:33:01,958527,-48.39542,123.41487,144788,postgresql,profile_summary
profile:144787,2024-07-06 18:35:06,"ARGO profile 156 of float 958527 on 2024-07-06 18:35:06 at (-37.812, 108.090). Temperature range 0.94–16.42 °C. Salinity range 34.37–35.74 PSU. Max pressure 5006.0 dbar.",156,oceanographic,2024-07-06 18:35:06,958527,-37.81198,108.08966,144787,postgresql,profile_summary
profile:144786,2024-07-06 18:54:00,"ARGO profile 8 of float 958527 on 2024-07-06 18:54:00 at (12.757, 88.449). Temperature range 2.89–29.74 °C. Salinity range 33.04–35.04 PSU. Max pressure 2029.5 dbar.",8,oceanographic,2024-07-06 18:54:00,958527,12.756593333333331,88.448725,144786,postgresql,profile_summary
profile:144785,2024-07-06 18:58:08,"ARGO profile 164 of float 958527 on 2024-07-06 18:58:08 at (-56.589, 111.425). Temperature range 1.26–2.95 °C. Salinity range 33.84–34.75 PSU. Max pressure 1989.3 dbar.",164,oceanographic,2024-07-06 18:58:08,958527,-56.58877984235989,111.42531717276572,144785,postgresql,profile_summary
profile:144784,2024-07-06 19:19:27,"ARGO profile 325 of float 958527 on 2024-07-06 19:19:27 at (-45.874, 136.736). Temperature range 4.65–11.31 °C. Salinity range 28.10–28.52 PSU. Max pressure 1011.8 dbar.",325,oceanographic,2024-07-06 19:19:27,958527,-45.87353,136.73623,144784,postgresql,profile_summary
profile:144783,2024-07-06 20:27:09,"ARGO profile 35 of float 958527 on 2024-07-06 20:27:09 at (-33.174, 112.507). Temperature range 2.82–18.81 °C. Salinity range 34.37–35.81 PSU. Max pressure 1499.5 dbar.",35,oceanographic,2024-07-06 20:27:09,958527,-33.174,112.5066,144783,postgresql,profile_summary
profile:144782,2024-07-06 20:32:26,"ARGO profile 191 of float 958527 on 2024-07-06 20:32:26 at (-63.409, 59.552). Temperature range -1.82–1.90 °C. Salinity range 34.10–34.74 PSU. Max pressure 1985.8 dbar.",191,oceanographic,2024-07-06 20:32:26,958527,-63.40936400900249,59.552153135999646,144782,postgresql,profile_summary
profile:144781,2024-07-06 20:42:30,"ARGO profile 237 of float 958527 on 2024-07-06 20:42:30 at (-52.272, 79.294). Temperature range 0.65–2.30 °C. Salinity range 33.91–34.81 PSU. Max pressure 2036.9 dbar.",237,oceanographic,2024-07-06 20:42:30,958527,-52.27222,79.29412333333333,144781,postgresql,profile_summary
profile:144780,2024-07-06 20:53:30,"ARGO profile 35 of float 958527 on 2024-07-06 20:53:30 at (-0.143, 76.245). Temperature range 2.81–30.54 °C. Salinity range 34.78–35.27 PSU. Max pressure 2010.9 dbar.",35,oceanographic,2024-07-06 20:53:30,958527,-0.14266666666666666,76.24472333333334,144780,postgresql,profile_summary
profile:144779,2024-07-06 21:14:20,"ARGO profile 156 of float 958527 on 2024-07-06 21:14:20 at (-60.643, 43.763). Temperature range -0.87–1.84 °C. Salinity range 33.89–34.72 PSU. Max pressure 2022.1 dbar.",156,oceanographic,2024-07-06 21:14:20,958527,-60.64260167895789,43.76298295701827,144779,postgresql,profile_summary
profile:144778,2024-07-06 21:28:20,"ARGO profile 123 of float 958527 on 2024-07-06 21:28:20 at (-55.503, 23.109). Temperature range 0.08–0.94 °C. Salinity range 34.01–34.68 PSU. Max pressure 2012.7 dbar.",123,oceanographic,2024-07-06 21:28:20,958527,-55.50255333333333,23.109385,144778,postgresql,profile_summary
profile:144777,2024-07-06 21:29:54,"ARGO profile 163 of float 958527 on 2024-07-06 21:29:54 at (-58.190, 120.892). Temperature range 1.09–2.36 °C. Salinity range 33.91–34.75 PSU. Max pressure 1985.2 dbar.",163,oceanographic,2024-07-06 21:29:54,958527,-58.18989,120.89211,144777,postgresql,profile_summary
profile:144776,2024-07-06 22:06:36,"ARGO profile 122 of float 958527 on 2024-07-06 22:06:36 at (-60.832, 113.426). Temperature range -0.58–2.07 °C. Salinity range 33.99–34.74 PSU. Max pressure 2002.3 dbar.",122,oceanographic,2024-07-06 22:06:36,958527,-60.8317985534668,113.42647552490234,144776,postgresql,profile_summary
profile:144775,2024-07-06 22:27:42,"ARGO profile 282 of float 958527 on 2024-07-06 22:27:42 at (-31.984, 83.845). Temperature range 2.51–17.39 °C. Salinity range 34.37–35.68 PSU. Max pressure 2005.0 dbar.",282,oceanographic,2024-07-06 22:27:42,958527,-31.9842,83.8453,144775,postgresql,profile_summary
profile:144774,2024-07-06 22:58:35,"ARGO profile 143 of float 958527 on 2024-07-06 22:58:35 at (-41.919, 121.389). Temperature range 2.51–12.19 °C. Salinity range 34.34–34.85 PSU. Max pressure 2002.6 dbar.",143,oceanographic,2024-07-06 22:58:35,958527,-41.91949,121.38934,144774,postgresql,profile_summary
profile:144773,2024-07-06 23:35:50,"ARGO profile 165 of float 958527 on 2024-07-06 23:35:50 at (-0.217, 87.620). Temperature range 2.87–30.17 °C. Salinity range 34.04–35.28 PSU. Max pressure 1980.7 dbar.",165,oceanographic,2024-07-06 23:35:50,958527,-0.217,87.62,144773,postgresql,profile_summary
profile:144772,2024-07-06 23:37:49,"ARGO profile 166 of float 958527 on 2024-07-06 23:37:49 at (0.773, 93.940). Temperature range 3.02–30.68 °C. Salinity range 33.69–35.23 PSU. Max pressure 1980.6 dbar.",166,oceanographic,2024-07-06 23:37:49,958527,0.773,93.94,144772,postgresql,profile_summary
profile:144771,2024-07-06 23:57:08,"ARGO profile 14 of float 958527 on 2024-07-06 23:57:08 at (-46.697, 98.855). Temperature range 2.14–7.85 °C. Salinity range 33.94–34.75 PSU. Max pressure 1985.7 dbar.",14,oceanographic,2024-07-06 23:57:08,958527,-46.69721,98.85463,144771,postgresql,profile_summary
profile:145324,2024-07-07 00:31:43,"ARGO profile 147 of float 495846 on 2024-07-07 00:31:43 at (-24.534, 106.319). Temperature range 2.51–22.24 °C. Salinity range 34.48–35.76 PSU. Max pressure 2001.6 dbar.",147,oceanographic,2024-07-07 00:31:43,495846,-24.53358,106.31871,145324,postgresql,profile_summary
profile:145323,2024-07-07 00:36:05,"ARGO profile 41 of float 495846 on 2024-07-07 00:36:05 at (-64.254, 103.404). Temperature range -1.77–1.34 °C. Salinity range 34.23–34.72 PSU. Max pressure 2496.9 dbar.",41,oceanographic,2024-07-07 00:36:05,495846,-64.25442622913164,103.403520345053,145323,postgresql,profile_summary
profile:145322,2024-07-07 01:01:39,"ARGO profile 12 of float 495846 on 2024-07-07 01:01:39 at (-40.723, 126.252). Temperature range 2.66–13.24 °C. Salinity range 34.37–35.05 PSU. Max pressure 1699.2 dbar.",12,oceanographic,2024-07-07 01:01:39,495846,-40.723,126.2518,145322,postgresql,profile_summary
profile:145321,2024-07-07 01:23:10,"ARGO profile 56 of float 495846 on 2024-07-07 01:23:10 at (-29.775, 50.901). Temperature range 0.95–19.83 °C. Salinity range 34.41–35.74 PSU. Max pressure 4547.6 dbar.",56,oceanographic,2024-07-07 01:23:10,495846,-29.77505,50.9009,145321,postgresql,profile_summary
profile:145320,2024-07-07 01:33:20,"ARGO profile 156 of float 495846 on 2024-07-07 01:33:20 at (-41.007, 40.718). Temperature range 2.63–12.88 °C. Salinity range 34.31–35.07 PSU. Max pressure 2020.8 dbar.",156,oceanographic,2024-07-07 01:33:20,495846,-41.00666,40.71773,145320,postgresql,profile_summary
profile:145319,2024-07-07 01:48:18,"ARGO profile 57 of float 495846 on 2024-07-07 01:48:18 at (-29.775, 50.900). Temperature range 0.95–19.83 °C. Salinity range 34.41–35.74 PSU. Max pressure 4990.2 dbar.",57,oceanographic,2024-07-07 01:48:18,495846,-29.77524,50.90022,145319,postgresql,profile_summary
profile:145318,2024-07-07 02:19:10,"ARGO profile 84 of float 495846 on 2024-07-07 02:19:10 at (-34.395, 56.582). Temperature range 3.05–16.39 °C. Salinity range 34.37–35.56 PSU. Max pressure 1599.6 dbar.",84,oceanographic,2024-07-07 02:19:10,495846,-34.395,56.582,145318,postgresql,profile_summary
profile:145317,2024-07-07 02:31:10,"ARGO profile 178 of float 495846 on 2024-07-07 02:31:10 at (-35.530, 66.721). Temperature range 2.57–15.34 °C. Salinity range 34.36–35.41 PSU. Max pressure 1997.8 dbar.",178,oceanographic,2024-07-07 02:31:10,495846,-35.53,66.721,145317,postgresql,profile_summary
profile:145316,2024-07-07 02:34:30,"ARGO profile 190 of float 495846 on 2024-07-07 02:34:30 at (14.726, 63.341). Temperature range 3.23–28.85 °C. Salinity range 34.85–36.66 PSU. Max pressure 1993.3 dbar.",190,oceanographic,2024-07-07 02:34:30,495846,14.726018,63.340519,145316,postgresql,profile_summary
profile:145315,2024-07-07 02:44:47,"ARGO profile 146 of float 495846 on 2024-07-07 02:44:47 at (-28.626, 70.821). Temperature range 2.27–20.80 °C. Salinity range 34.39–35.72 PSU. Max pressure 2008.2 dbar.",146,oceanographic,2024-07-07 02:44:47,495846,-28.62563,70.82123,145315,postgresql,profile_summary
profile:145314,2024-07-07 04:35:29,"ARGO profile 143 of float 495846 on 2024-07-07 04:35:29 at (-21.199, 111.631). Temperature range 2.48–25.65 °C. Salinity range 34.57–35.57 PSU. Max pressure 1999.1 dbar.",143,oceanographic,2024-07-07 04:35:29,495846,-21.1988,111.6314,145314,postgresql,profile_summary
profile:145313,2024-07-07 04:41:02,"ARGO profile 199 of float 495846 on 2024-07-07 04:41:02 at (-60.334, 106.296). Temperature range -0.02–2.03 °C. Salinity range 33.98–34.77 PSU. Max pressure 2224.1 dbar.",199,oceanographic,2024-07-07 04:41:02,495846,-60.334,106.296,145313,postgresql,profile_summary
profile:145312,2024-07-07 05:14:09,"ARGO profile 283 of float 495846 on 2024-07-07 05:14:09 at (-15.476, 100.315). Temperature range 2.48–26.26 °C. Salinity range 34.62–35.61 PSU. Max pressure 2009.3 dbar.",283,oceanographic,2024-07-07 05:14:09,495846,-15.47581,100.31484,145312,postgresql,profile_summary
profile:145311,2024-07-07 05:43:53,"ARGO profile 61 of float 495846 on 2024-07-07 05:43:53 at (-58.188, 93.861). Temperature range 1.13–2.26 °C. Salinity range 34.41–34.74 PSU. Max pressure 1971.1 dbar.",61,oceanographic,2024-07-07 05:43:53,495846,-58.18767,93.86125433333332,145311,postgresql,profile_summary
profile:145310,2024-07-07 07:12:00,"ARGO profile 203 of float 495846 on 2024-07-07 07:12:00 at (-51.129, 114.894). Temperature range 1.19–3.11 °C. Salinity range 33.81–34.74 PSU. Max pressure 2009.9 dbar.",203,oceanographic,2024-07-07 07:12:00,495846,-51.12936666666667,114.89411,145310,postgresql,profile_summary
profile:145309,2024-07-07 07:49:59,"ARGO profile 41 of float 495846 on 2024-07-07 07:49:59 at (6.485, 67.093). Temperature range 3.09–29.98 °C. Salinity range 34.80–35.90 PSU. Max pressure 1949.3 dbar.",41,oceanographic,2024-07-07 07:49:59,495846,6.4849,67.0931,145309,postgresql,profile_summary
profile:145308,2024-07-07 07:53:22,"ARGO profile 150 of float 495846 on 2024-07-07 07:53:22 at (-42.232, 123.925). Temperature range 2.50–11.92 °C. Salinity range 34.36–34.76 PSU. Max pressure 1998.4 dbar.",150,oceanographic,2024-07-07 07:53:22,495846,-42.232,123.925,145308,postgresql,profile_summary
profile:145307,2024-07-07 07:59:36,"ARGO profile 281 of float 495846 on 2024-07-07 07:59:36 at (-39.481, 57.272). Temperature range 2.75–15.04 °C. Salinity range 28.32–29.17 PSU. Max pressure 2003.0 dbar.",281,oceanographic,2024-07-07 07:59:36,495846,-39.48071,57.27184,145307,postgresql,profile_summary
profile:145306,2024-07-07 08:07:53,"ARGO profile 85 of float 495846 on 2024-07-07 08:07:53 at (-36.518, 106.161). Temperature range 2.51–15.82 °C. Salinity range 34.36–35.66 PSU. Max pressure 1995.9 dbar.",85,oceanographic,2024-07-07 08:07:53,495846,-36.51774215698242,106.16099548339844,145306,postgresql,profile_summary
profile:145305,2024-07-07 08:37:21,"ARGO profile 143 of float 495846 on 2024-07-07 08:37:21 at (-12.768, 86.427). Temperature range 2.57–27.33 °C. Salinity range 34.30–35.49 PSU. Max pressure 1998.6 dbar.",143,oceanographic,2024-07-07 08:37:21,495846,-12.768,86.427,145305,postgresql,profile_summary
profile:145304,2024-07-07 08:46:36,"ARGO profile 3 of float 495846 on 2024-07-07 08:46:36 at (-3.381, 63.026). Temperature range 4.41–28.56 °C. Salinity range 34.80–35.24 PSU. Max pressure 1436.0 dbar.",3,oceanographic,2024-07-07 08:46:36,495846,-3.3815,63.0262,145304,postgresql,profile_summary
profile:145303,2024-07-07 09:33:20,"ARGO profile 190 of float 495846 on 2024-07-07 09:33:20 at (-48.616, 27.496). Temperature range 2.08–6.16 °C. Salinity range 33.78–34.77 PSU. Max pressure 2027.1 dbar.",190,oceanographic,2024-07-07 09:33:20,495846,-48.61567333333333,27.495645,145303,postgresql,profile_summary
profile:145302,2024-07-07 10:08:01,"ARGO profile 190 of float 495846 on 2024-07-07 10:08:01 at (16.821, 65.632). Temperature range 3.14–29.11 °C. Salinity range 34.86–36.75 PSU. Max pressure 1991.1 dbar.",190,oceanographic,2024-07-07 10:08:01,495846,16.821487,65.631561,145302,postgresql,profile_summary
profile:145301,2024-07-07 10:55:20,"ARGO profile 85 of float 495846 on 2024-07-07 10:55:20 at (-35.169, 36.874). Temperature range 2.95–19.72 °C. Salinity range 34.41–35.67 PSU. Max pressure 2012.2 dbar.",85,oceanographic,2024-07-07 10:55:20,495846,-35.169443333333334,36.87379833333333,145301,postgresql,profile_summary
profile:145300,2024-07-07 10:59:15,"ARGO profile 171 of float 495846 on 2024-07-07 10:59:15 at (-68.036, 34.071). Temperature range -1.81–0.84 °C. Salinity range 34.33–34.69 PSU. Max pressure 1209.4 dbar.",171,oceanographic,2024-07-07 10:59:15,495846,-68.03624407740608,34.07114015987301,145300,postgresql,profile_summary
profile:145299,2024-07-07 11:19:49,"ARGO profile 274 of float 495846 on 2024-07-07 11:19:49 at (-44.566, 29.966). Temperature range 2.59–9.24 °C. Salinity range 33.94–34.78 PSU. Max pressure 2003.3 dbar.",274,oceanographic,2024-07-07 11:19:49,495846,-44.5657,29.9662,145299,postgresql,profile_summary
profile:145298,2024-07-07 11:47:30,"ARGO profile 32 of float 495846 on 2024-07-07 11:47:30 at (-2.432, 62.322). Temperature range 2.66–28.75 °C. Salinity range 34.76–35.26 PSU. Max pressure 2023.0 dbar.",32,oceanographic,2024-07-07 11:47:30,495846,-2.431565,62.322408333333335,145298,postgresql,profile_summary
profile:145297,2024-07-07 11:50:30,"ARGO profile 32 of float 495846 on 2024-07-07 11:50:30 at (7.380, 51.713). Temperature range 2.98–27.70 °C. Salinity range 34.81–35.86 PSU. Max pressure 1982.1 dbar.",32,oceanographic,2024-07-07 11:50:30,495846,7.380228333333333,51.71286166666667,145297,postgresql,profile_summary
profile:145296,2024-07-07 11:53:03,"ARGO profile 319 of float 495846 on 2024-07-07 11:53:03 at (-19.843, 69.925). Temperature range 2.84–24.74 °C. Salinity range 34.53–35.71 PSU. Max pressure 1899.9 dbar.",319,oceanographic,2024-07-07 11:53:03,495846,-19.843,69.925,145296,postgresql,profile_summary
profile:145295,2024-07-07 12:02:17,"ARGO profile 41 of float 495846 on 2024-07-07 12:02:17 at (4.305, 55.664). Temperature range 3.32–28.67 °C. Salinity range 34.80–35.69 PSU. Max pressure 1949.2 dbar.",41,oceanographic,2024-07-07 12:02:17,495846,4.305,55.6639,145295,postgresql,profile_summary
profile:145294,2024-07-07 12:02:18,"ARGO profile 92 of float 495846 on 2024-07-07 12:02:18 at (-28.155, 64.576). Temperature range 1.50–21.15 °C. Salinity range 34.42–35.73 PSU. Max pressure 3585.4 dbar.",92,oceanographic,2024-07-07 12:02:18,495846,-28.15545,64.57599,145294,postgresql,profile_summary
profile:145293,2024-07-07 12:39:18,"ARGO profile 29 of float 495846 on 2024-07-07 12:39:18 at (-40.175, 32.085). Temperature range 2.84–15.75 °C. Salinity range 34.33–35.23 PSU. Max pressure 1499.5 dbar.",29,oceanographic,2024-07-07 12:39:18,495846,-40.1746,32.0851,145293,postgresql,profile_summary
profile:145292,2024-07-07 12:44:18,"ARGO profile 161 of float 495846 on 2024-07-07 12:44:18 at (-39.039, 72.530). Temperature range 2.89–13.10 °C. Salinity range 34.33–35.21 PSU. Max pressure 1599.1 dbar.",161,oceanographic,2024-07-07 12:44:18,495846,-39.039,72.53,145292,postgresql,profile_summary
profile:145291,2024-07-07 12:45:21,"ARGO profile 181 of float 495846 on 2024-07-07 12:45:21 at (-51.857, 125.382). Temperature range 2.12–8.43 °C. Salinity range 33.90–34.74 PSU. Max pressure 1997.9 dbar.",181,oceanographic,2024-07-07 12:45:21,495846,-51.857,125.382,145291,postgresql,profile_summary
profile:145290,2024-07-07 13:49:30,"ARGO profile 52 of float 495846 on 2024-07-07 13:49:30 at (-47.262, 90.378). Temperature range 2.32–9.65 °C. Salinity range 34.24–34.73 PSU. Max pressure 1988.0 dbar.",52,oceanographic,2024-07-07 13:49:30,495846,-47.26228166666667,90.3778,145290,postgresql,profile_summary
profile:145289,2024-07-07 13:58:26,"ARGO profile 17 of float 495846 on 2024-07-07 13:58:26 at (-11.050, 82.150). Temperature range 2.80–27.98 °C. Salinity range 34.04–35.27 PSU. Max pressure 1987.2 dbar.",17,oceanographic,2024-07-07 13:58:26,495846,-11.05,82.15,145289,postgresql,profile_summary
profile:145288,2024-07-07 14:00:00,"ARGO profile 9 of float 495846 on 2024-07-07 14:00:00 at (-43.307, 32.335). Temperature range 2.61–10.48 °C. Salinity range 34.16–34.66 PSU. Max pressure 1991.3 dbar.",9,oceanographic,2024-07-07 14:00:00,495846,-43.30677032470703,32.33479309082031,145288,postgresql,profile_summary
profile:145287,2024-07-07 14:01:01,"ARGO profile 30 of float 495846 on 2024-07-07 14:01:01 at (13.767, 88.967). Temperature range 2.96–29.50 °C. Salinity range 33.19–35.04 PSU. Max pressure 2004.1 dbar.",30,oceanographic,2024-07-07 14:01:01,495846,13.766666666666667,88.96666666666667,145287,postgresql,profile_summary
profile:145286,2024-07-07 14:08:26,"ARGO profile 30 of float 495846 on 2024-07-07 14:08:26 at (10.783, 89.250). Temperature range 2.76–29.52 °C. Salinity range 32.86–35.05 PSU. Max pressure 2009.0 dbar.",30,oceanographic,2024-07-07 14:08:26,495846,10.783333333333331,89.25,145286,postgresql,profile_summary
profile:145285,2024-07-07 14:11:03,"ARGO profile 18 of float 495846 on 2024-07-07 14:11:03 at (-12.933, 82.267). Temperature range 2.47–27.31 °C. Salinity range 34.09–35.37 PSU. Max pressure 2027.2 dbar.",18,oceanographic,2024-07-07 14:11:03,495846,-12.933333333333334,82.26666666666667,145285,postgresql,profile_summary
